XML,portal,orientation,veracity,url
0772.xml,freedom-daily,right,mostly true,http://freedomdaily.com/outraged-parents-file-lawsuit-public-school-forced-my-child-to-convert-to-islam/
0773.xml,freedom-daily,right,mostly true,http://freedomdaily.com/dolphins-vow-kneel-anthem-police-union-replies-vow/
0774.xml,freedom-daily,right,mostly true,http://freedomdaily.com/woman-on-school-board-asks-muslims-1-question-then-all-hell-breaks-loose/
0775.xml,freedom-daily,right,mostly false,http://www.yesimright.com/angela-merkel-admits-bringing-in-muslim-refugees-was-a-big-fat-mistake/
0776.xml,freedom-daily,right,mostly true,http://freedomdaily.com/dumbass-thugs-post-video-on-facebook-of-them-violently-robbing-old-man/
0777.xml,freedom-daily,right,mostly true,http://freedomdaily.com/anti-cop-black-lives-activist-gets-robbed-instantly-calls-for-more-police-protection/
0778.xml,freedom-daily,right,mostly false,http://freedomdaily.com/disgusting-because-of-hillary-obama-ny-terrorist-will-get-better-treatment-than-us-vets/
0779.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/wow-eagles-players-raise-racist-black-power-fist-national-anthem-hate-vets/
0780.xml,freedom-daily,right,mostly true,http://www.yesimright.com/judge-jeanine-pirro-just-turned-the-tables-on-hillary-clinton/
0781.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/breaking-bombshell-revelation-hillary-had-secret-surgery-this-year/
0782.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/video-obama-backed-moderate-syrian-rebels-threaten-kill-american-special-forces/
0783.xml,freedom-daily,right,mostly true,http://freedomdaily.com/800-immigrants-set-to-be-deported-for-national-security-concerns-mistakenly-granted-citizenship/
0784.xml,freedom-daily,right,mostly false,http://freedomdaily.com/despicable-hillary-wants-put-hero-cop-stopped-mall-terror-attack-business/
0785.xml,freedom-daily,right,mostly true,http://freedomdaily.com/disgusting-arrogant-dem-candidate-tells-double-amputee-vet-opponent-arent-qualified/
0786.xml,freedom-daily,right,mostly false,http://freedomdaily.com/unfit-look-what-hillary-needed-to-get-up-the-stairs-at-her-rally-today/
0787.xml,freedom-daily,right,mostly true,http://freedomdaily.com/lol-watch-muslim-terrorist-blow-friends-taking-selfie-phone-detonator/
0788.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/nc-mob-attacks-female-trucker-loots-truck-sets-cargo-fireno-one-helps-video/
0789.xml,freedom-daily,right,mostly true,http://www.yesimright.com/no-terence-crutcher-did-not-have-his-hands-up-when-he-was-shot-by-police/
0790.xml,freedom-daily,right,mostly true,http://freedomdaily.com/just-charlotte-police-reveal-said-black-man-moments-shooting/
0791.xml,freedom-daily,right,mostly true,http://freedomdaily.com/obama-u-s-must-give-up-freedoms-submit-to-international-rule-watch/
0792.xml,freedom-daily,right,mostly true,http://freedomdaily.com/breaking-isis-attacks-us-troops-iraq-chemical-weapons/
0793.xml,freedom-daily,right,mostly true,http://freedomdaily.com/texas-something-say-obama-muslim-refugee-program-awesome/
0794.xml,freedom-daily,right,mostly false,http://freedomdaily.com/no-way-liberal-judge-just-made-law-black-males-disgusting-thing-cops/
0795.xml,freedom-daily,right,mostly false,http://freedomdaily.com/former-haitian-senate-president-clintons-exploited-haiti-earthquake-steal-billions-dollars-sick-starving/
0796.xml,freedom-daily,right,mixture of true and false,http://www.yesimright.com/when-a-teacher-yelled-at-a-student-wearing-an-anti-hillary-shirt-his-epic-comeback-made-america-proud/
0797.xml,freedom-daily,right,mostly true,http://freedomdaily.com/breaking-1-shot-killed-new-charlotte-riots-live-stream-war-zone/
0798.xml,freedom-daily,right,mostly true,http://freedomdaily.com/clint-eastwood-had-enough-blows-up-on-hillary-and-obama-liberals-are-furious/
0799.xml,freedom-daily,right,mostly false,http://freedomdaily.com/boom-merkel-admits-flooding-germany-with-muslim-refugees-was-wrong/
0800.xml,freedom-daily,right,mostly false,http://freedomdaily.com/sick-muslim-refugee-beats-urinates-on-pregnant-woman-after-seeing-what-she-has/
0801.xml,freedom-daily,right,mostly true,http://freedomdaily.com/unassuming-hero-minnesota-mall-attack-speaks-watch/
0802.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/u-s-muslims-flaunt-allah-plane-flight-attendant-response/
0803.xml,freedom-daily,right,mostly false,http://freedomdaily.com/female-muslim-american-olympian-bashes-u-s-a-goes-off-the-hinges-about-why-america-sucks/
0804.xml,freedom-daily,right,mostly false,http://freedomdaily.com/charlotte-thugs-leaves-cops-body-disgusting-thing/
0805.xml,freedom-daily,right,mostly true,http://www.yesimright.com/newts-response-to-the-charlotte-riots-is-black-lives-matters-worst-nightmare/
0806.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/charlotte-rioters-beat-white-man/
0807.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/video-shocking-reason-white-man-escaped-charlotte-riots-alive/
0808.xml,freedom-daily,right,mixture of true and false,http://www.yesimright.com/hillarys-campaign-knew-it-was-voter-fraud-but-they-didnt-know/
0809.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/soros-spending-500-million-america/
0810.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/photo-heres-offensive-sticker-muslims-found-halal-meat-now-theyre-suing/
0811.xml,freedom-daily,right,mostly false,http://freedomdaily.com/nasty-surprise-obama-told-americans-that-their-freedom-is-over-and-new-world-government-is-taking-over/
0812.xml,freedom-daily,right,mostly true,http://freedomdaily.com/restaurant-owner-sign-infuriates-muslims/
0813.xml,freedom-daily,right,mostly false,http://freedomdaily.com/tebow-dismantles-national-anthem-protests-one-sentence-boom/
0814.xml,freedom-daily,right,mostly true,http://freedomdaily.com/hillary-steve-harvey-police-shootings-white-people/
0815.xml,freedom-daily,right,mostly false,http://freedomdaily.com/breaking-federal-agents-make-massive-discovery-southern-border-isis-2/
0816.xml,freedom-daily,right,no factual content,http://freedomdaily.com/thug-tells-2-chicks-act-like-man-youre-gonna-get-treated-like-man-unthinkable-video/
0817.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/white-teen-girls-savagely-beaten-blm-thug-made-big-mistake/
0818.xml,freedom-daily,right,mostly true,http://americonnews.com/charlotte-police-reveal-said-black-man-just-moments-shooting?utm_source=BK&amp;utm_medium=shr&amp;utm_campaign=BK
0819.xml,freedom-daily,right,mostly false,http://www.yesimright.com/australia-voted-to-ban-muslims-and-liberals-are-pissed/
0820.xml,freedom-daily,right,mostly false,http://freedomdaily.com/white-men-set-on-fire-by-blacks-media-censored/
0821.xml,freedom-daily,right,mostly true,http://freedomdaily.com/la-police-commission-officers-armed-suspects/
0822.xml,freedom-daily,right,mostly true,http://freedomdaily.com/dont-stop-sharing-this-officer-shot-dies-screaming-on-camera-why-cops-cant-hesitate/
0823.xml,freedom-daily,right,mostly true,http://freedomdaily.com/sheriff-david-clarke-charlotte-riots-primitive-subhuman-behavior-video/
0824.xml,freedom-daily,right,mostly true,http://freedomdaily.com/nc-teacher-stomped-american-flag-class-just-got-smacked-instant-karma-video/
0825.xml,freedom-daily,right,mostly true,http://freedomdaily.com/hillary-clinton-grand-entrance-unfortunate-song/
0826.xml,freedom-daily,right,mostly true,http://freedomdaily.com/walmart-refused-make-officers-racist-retirement-cake-wait-till-see-racist/
0827.xml,freedom-daily,right,mostly true,http://freedomdaily.com/american-confronts-muslims-islam/
0828.xml,freedom-daily,right,mostly false,http://freedomdaily.com/police-islamic-refugee-car/
0829.xml,eagle-rising,right,mostly true,http://www.proudcons.com/wikileaks-goes-public-with-proof-hillary-lied-and-fbi-covered-it-all-up/
0830.xml,freedom-daily,right,mostly true,http://www.yesimright.com/yes-keith-lamont-scott-was-holding-a-gun-not-a-book-heres-the-proof/
0831.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/black-lives-matter-thugs-unthinkable-girl/
0832.xml,freedom-daily,right,mostly true,http://freedomdaily.com/another-racist-navy-scumbag-refuses-to-stand-and-salute-american-flag-while-in-uniform/
0833.xml,freedom-daily,right,no factual content,http://freedomdaily.com/blacks-blast-obama-i-voted-for-your-black-assis-that-your-legacyobamaphonestransgendered-toiletsvideo/
0834.xml,freedom-daily,right,no factual content,http://freedomdaily.com/womans-tantrum-trump-yard-signs/
0835.xml,freedom-daily,right,mostly true,http://www.yesimright.com/judge-jeanine-pirro-destroys-any-chance-hillary-ever-had-in-the-debate/
0836.xml,freedom-daily,right,mostly true,http://freedomdaily.com/trey-gowdy-speech-syrian-refugees-threatening-americans/
0837.xml,freedom-daily,right,mostly true,http://freedomdaily.com/watch-black-lives-matter-incite-murderous-chants-police-pig-pig-bang-bang/
0838.xml,freedom-daily,right,mostly true,http://freedomdaily.com/black-gunmen-wound-8-people-including-3-year-old-girl-on-saturday-no-protests-riots-or-looting/
0839.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/arcan-cetin-cascade-mall-killer-praises-allah-and-isis-leader-baghdadi-on-his-tumblr-page/
0840.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/dont-stop-sharing-this-viral-video-exposes-major-flaw-of-black-lives-matter/
0841.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/somalian-muslims-minnesota-admit-law-actually-prefer-video/
0842.xml,freedom-daily,right,mostly true,http://www.yesimright.com/this-is-the-exact-moment-when-hillary-realized-that-she-lost-the-debate/
0843.xml,freedom-daily,right,mostly false,http://freedomdaily.com/nfl-told-russell-wilson-not-speak-faith-something-fans-couldnt-believe/
0844.xml,freedom-daily,right,mostly false,http://freedomdaily.com/here-it-is-the-winner-of-the-first-debate-was-just-announced-and-the-winner-is/
0845.xml,freedom-daily,right,mixture of true and false,http://freedomdaily.com/watch-what-happens-when-a-guy-holds-up-all-lives-matter-sign-in-black-neighborhood-video/
0846.xml,freedom-daily,right,mostly true,http://freedomdaily.com/truth-comes-keith-lamont-scotts-wife-last-year-said-killer/
0847.xml,freedom-daily,right,mostly false,http://www.yesimright.com/hillary-thought-she-won-the-debate-didnt-expect-this-to-happen-to-prove-her-wrong/
0848.xml,freedom-daily,right,mostly true,http://freedomdaily.com/kaepernick-takes-show-road-watch-hs-players-one-stupidity/
0849.xml,freedom-daily,right,mostly true,http://freedomdaily.com/major-league-baseball-player-gets-suspended-speaking-blacklivesmatter/
0850.xml,occupy-democrats,left,mostly true,http://www.liberalamerica.org/2016/09/17/ford-motor-ceo-says-trump-lying-company-not-moving-u-s-operations-mexico/
0851.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/breaking-new-york-bomber-police-custody-firefight/
0852.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/just-michigan-republicans-ban-flint-suing-gov-snyder-mass-poisoning/
0853.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/robert-reich-met-trump-supporter-blew-mind-fact/
0854.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/19/montel-williams-calls-trump-pastor-celebrating-nyc-bombing-sparks-twitter-war/
0855.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/19/joyous-trump-cheers-nyc-bombing-demands-credit-predicting/
0856.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/19/just-autopsy-finds-black-child-killed-cops-shot-back-three-times/
0857.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/legendary-watergate-reporter-rips-trump-tells-media-damn-job-video/
0858.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/charlotte-nightclub-caught-letting-whites-inside-viral-video/
0859.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/just-50-ex-military-intelligence-leaders-demand-trump-reveal-foreign-investments/
0860.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/19/just-trump-exploits-nyc-bombing-call-rolling-back-freedom-press/
0861.xml,occupy-democrats,left,mixture of true and false,http://www.liberalamerica.org/2016/05/29/trump-supports-slashing-social-security-moral-standpoint/
0862.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/20/twitter-explodes-mockery-republican-congressman-blames-kaepernick-nyc-bombing/
0863.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/20/just-trump-pick-oil-tycoon-hates-animals-oversee-national-parks/
0864.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/20/federal-prosecutors-accuse-chris-christie-of-plotting-bridgegate-video/
0865.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/20/unprecedented-pres-h-w-bush-stuns-republicans-endorses-hillary/
0866.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/20/skittles-officially-slams-trump-jr-comparing-refugees-posioned-skittles/
0867.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/20/proof-trump-stole-258000-from-his-foundations-donors-to-settle-lawsuits/
0868.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/20/seth-meyer-destroys-trumps-lie-hillary-started-birtherism-video/
0869.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/20/just-new-york-times-will-finally-start-calling-trump-liar/
0870.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/20/meet-weeks-white-texan-terrorist-trump-isnt-talking/
0871.xml,the-other-98,left,mostly true,http://usuncut.com/news/magician-penn-jillette-work-trump-however-bad-think-hes-worse/
0872.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/20/trump-silent-police-credit-sikh-immigrant-capturing-nyc-bomber/
0873.xml,the-other-98,left,mixture of true and false,http://usuncut.com/black-lives-matter/7492/
0874.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/21/trump-said-blacks-worse-ever-obama-tweet-proves-100-wrong/
0875.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/21/massive-protests-erupt-north-carolina-police-kill-disabled-black-man/
0876.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/21/jimmy-kimmel-gave-fake-trump-tax-returns-supporters-responses-terrifying/
0877.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/21/ohio-police-chief-crosses-blue-line-voices-disgust-terence-crutchers-murder/
0878.xml,the-other-98,left,mostly true,http://usuncut.com/news/locked-black-bitch-white-students-investigation-racist-snapchat-reveals-campus-harassment/
0879.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/21/just-375-top-scientists-pen-open-letter-begging-america-not-vote-trump/
0880.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/21/viral-post-iraq-vet-makes-great-point-americas-trigger-happy-cops/
0881.xml,the-other-98,left,mostly true,http://usuncut.com/news/cops-caught-pepper-spraying-handcuffed-15-year-old-girl-hit-car-video/
0882.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/21/horror-90s-trump-kept-hitlers-speeches-bedside/
0883.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/kaepernick-calls-critics-stop-disguising-racism-patriotism/
0884.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/breaking-one-person-killed-protests-teargas-rock-charlotte-second-night-updates/
0885.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/journalists-open-letter-trump-supporters-just-set-internet-fire/
0886.xml,occupy-democrats,left,mostly true,http://www.liberalamerica.org/2016/09/21/legal-expert-says-trump-impeached-racketeering-hes-even-inaugurated/
0887.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/unhinged-trump-campaign-chair-says-racism-didnt-exist-obama-viral-rant-2/
0888.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/22/just-man-screams-go-muslim-throws-firebomb-car/
0889.xml,occupy-democrats,left,mostly false,http://occupydemocrats.com/2016/09/22/multiple-witnesses-riot-police-shoot-unarmed-charlotte-protester-head/
0890.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/breaking-officer-shot-terence-crutcher-charged-manslaughter/
0891.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/just-barbara-streisand-pens-scathing-op-ed-blasting-coward-trump/
0892.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/trump-stole-120000-charity-pay-fancy-dinner-salma-hayek/
0893.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/kareem-abdul-jabbar-calls-coward-trump-brutal-op-ed/
0894.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/22/trump-furious-hillary-reveals-huge-tax-hike-billionaires/
0895.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/23/outrage-trump-makes-1-8-million-profit-taxpayer-funded-secret-service/
0896.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/23/senate-dems-move-force-trump-release-tax-returns/
0897.xml,occupy-democrats,left,mostly true,http://www.liberalamerica.org/2016/09/22/rabid-trump-supporter-racist-voicemail-mcmullin-campaign-ad-video/
0898.xml,occupy-democrats,left,mostly false,http://occupydemocrats.com/2016/09/23/bombshell-abc-reveals-trump-paid-hundreds-millions-russian-oligarchs-2/
0899.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/23/breaking-keith-lamonts-wife-releases-video-shooting-police/
0900.xml,occupy-democrats,left,mostly false,http://occupydemocrats.com/2016/09/23/breaking-new-jersey-moves-impeach-chris-christie-bridgegate/
0901.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/23/rolling-stone-asked-springsteen-opinion-trump-didnt-hold-back/
0902.xml,occupy-democrats,left,mostly false,http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/
0903.xml,the-other-98,left,mostly true,http://usuncut.com/news/cop-claims-self-defense-shooting-6-year-old-autistic-boy/
0904.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/23/donald-trump-jr-compared-refugees-skittles-comedians-response-perfect/
0905.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/23/trump-wants-supreme-court-justice-thinks-social-security-medicare-unconstitutional/
0906.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/23/just-u-s-officials-investigating-trump-campaigns-secret-ties-putins-kremlin/
0907.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/24/just-georgia-cop-arrested-shooting-blaming-black-man/
0908.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/24/republican-congressman-moocher-veterans-clogging-va/
0909.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/26/trump-tried-visit-civil-rights-museum-happened-next-awesome/
0910.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/26/wwii-veteran-pens-brutal-op-ed-slamming-draft-dodging-trump/
0911.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/26/trump-panicking-bloomberg-announces-screen-fact-checking-debate/
0912.xml,the-other-98,left,mostly false,http://usuncut.com/news/surgeon-general-warns-drinking-every-time-trump-lies-debate-result-acute-alcohol-poisoning/
0913.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/26/just-houston-mass-shooter-dressed-nazi-uniform/
0914.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/26/breaking-trump-caught-red-handed-using-foundation-evade-millions-taxes/
0915.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/26/trump-supporting-sex-offender-thrown-fair-selling-nazi-flags/
0916.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/26/republican-chairman-trump-will-win-debate-hes-14-season-finales/
0917.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-just-said-got-small-loan-dad-got-way/
0918.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/hillary-accused-trump-calling-climate-change-chinese-hoax/
0919.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-just-said-hillarys-fighting-isis-whole-life-thats-ridiculous/
0920.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/trump-said-obamas-chicagos-crime-rate-exploded-gone/
0921.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-just-insulted-millions-lost-everything-bushs-recession-thats-just-business/
0922.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-just-said-giulianis-stop-frisk-worked-nyc-didnt/
0923.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-said-cant-release-taxes-hes-audit-hes-lying/
0924.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-said-obama-gave-iran-150-billion-gave-nothing/
0925.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/hillary-just-used-trumps-words-fact-check-debate/
0926.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/trump-just-gave-pathetic-excuse-losing-hillary-debate/
0927.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/mexican-peso-just-skyrocketed-hillarys-dominant-performance/
0928.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/nypd-defiantly-live-fact-checked-trumps-stop-frisk-lies-debate/
0929.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/major-polls-tonights-debate-just-came-results/
0930.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/jerry-springer-just-summed-trumps-debate-perfect-tweet/
0931.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/debate-dan-rather-goes-viral-damning-post-trump/
0932.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/27/trump-advisor-giuliani-should-drop-out-of-debates/
0933.xml,occupy-democrats,left,mostly false,http://occupydemocrats.com/2016/09/27/breaking-putins-troll-army-caught-rigging-twitter-pretend-trump-won/
0934.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/zach-galifianakis-just-unloaded-mentally-challenged-trump-brutal-takedown/
0935.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/busted-huge-ring-trump-fans-caught-rigging-online-debate-polls-2/
0936.xml,occupy-democrats,left,mixture of true and false,http://occupydemocrats.com/2016/09/27/breaking-republicans-move-shut-government-sick-reason/
0937.xml,occupy-democrats,left,mostly false,http://occupydemocrats.com/2016/09/28/trumps-biggest-silicon-valley-donor-sued-by-feds-for-discrimination/
0938.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/28/trump-said-not-paying-taxes-makes-smart-mark-cubans-response-powerful/
0939.xml,the-other-98,left,mixture of true and false,http://usuncut.com/black-lives-matter/cops-shoot-disabled-man/
0940.xml,occupy-democrats,left,mostly true,http://occupydemocrats.com/2016/09/28/arizonas-top-newspaper-just-endorsed-democrat-first-time-126-year-history/
0941.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/johnson-weld-libertarian-debate-228340?cmpid=sf
0942.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/obama-netanyahu-israel-228335?cmpid=sf
0943.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/us-iran-payments-wire-transfer-228324?cmpid=sf
0944.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/jill-stein-trump-may-have-memory-problem-228346?cmpid=sf
0945.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-shatters-gop-records-with-small-donors-228338?cmpid=sf
0946.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/hillary-clinton-donald-trump-50-days-228339?cmpid=sf
0947.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/americas-relationships-are-on-the-line-no-matter-who-wins-228342?cmpid=sf
0948.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/congress-capitol-hill-exit-228302?cmpid=sf
0949.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-suburbs-battleground-states-228313?cmpid=sf
0950.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/device-near-new-jersey-train-station-explodes-while-fbi-investigates-228348?cmpid=sf
0951.xml,politico,mainstream,mostly true,http://www.politico.com/tipsheets/playbook/2016/09/50-days-until-election-day-pipe-bomb-found-in-nyc-suburb-in-new-jersey-trump-cashes-in-with-small-donors-hillary-up-one-in-florida-216377?cmpid=sf
0952.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bill-clinton-foundation-controversy-state-department-228349?cmpid=sf
0953.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-response-new-york-bomb-228350?cmpid=sf
0954.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/naturalized-afghanistan-citizen-sought-in-manhattan-blast-228351?cmpid=sf
0955.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/isis-islamic-state-rukmini-callimachi-terrorism-214225?cmpid=sf
0956.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/2016-election-trump-clinton-obama-politico-50-survey-214232?cmpid=sf
0957.xml,politico,mainstream,mostly true,http://www.politico.eu/article/russias-election-free-sausages-and-fraud-allegations-parliament-vote/?cmpid=sf
0958.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-terror-threat-228354?cmpid=sf
0959.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/terror-threat-new-york-trump-obama-228353?cmpid=sf
0960.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/obama-un-refugee-push-terror-228352?cmpid=sf
0961.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/ahmad-khan-rahami-arrested-228358?cmpid=sf
0962.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/immigrants-mistakenly-granted-citizenship-228355?cmpid=sf
0963.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/obama-islamic-state-failed-cause-228360?cmpid=sf
0964.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/peter-king-pandering-political-correctness-228356?cmpid=sf
0965.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/trump-campaign-improves-press-pool-logistics-228357?cmpid=sf
0966.xml,politico,mainstream,mostly true,http://www.politico.com/states/new-jersey/story/2016/09/federal-prosecutor-says-christie-knew-about-lane-closings-105584?cmpid=sf
0967.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/forrest-lucas-trump-interior-secretary-228364?cmpid=sf
0968.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/zika-funding-deal-congress-228366?cmpid=sf
0969.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/terror-response-clinton-trump-228359?cmpid=sf
0970.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/matteo-renzi-joke-bill-clinton-228363?cmpid=sf
0971.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/under-the-radar/2016/09/state-department-clinton-records-release-228367?cmpid=sf
0972.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-trade-proposal-destructive-study-228368?cmpid=sf
0973.xml,politico,mainstream,mostly true,https://soundcloud.com/off-message/160909-coulter1-mixdown?cmpid=sf
0974.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/ivanka-trump-meets-with-paul-ryan-in-new-york-228374?cmpid=sf
0975.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/fox-news-to-host-trump-town-hall-228372?cmpid=sf
0976.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/pence-clinton-war-terror-228369?cmpid=sf
0977.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-egypt-al-sisi-228371?cmpid=sf
